name,smiles
2-(Diaminomethylene)-1-hydroxy-1-oxohydrazinium,C(=N[N+](=O)O)(N)N
Nitrodiethanolamine dinitrate,C(CO)NC(CO)[N+](=O)[O-].[N+](=O)(O)[O-].[N+](=O)(O)[O-]
N-Nitrodiethanolamine dinitrate,C(CO)N(CCO)[N+](=O)[O-].[N+](=O)(O)[O-].[N+](=O)(O)[O-]
N-(2-Azidoethyl)-N'-methyl-N,N'-dinitromethanediamine,CN(CN(CCN=[N+]=[N-])[N+](=O)[O-])[N+](=O)[O-]
1-Nitropyrazole,c1cnn(c1)[N+](=O)[O-]
5-Nitro-1H-pyrazole,c1cn[nH]c1[N+](=O)[O-]
1H-pyrazole,C1=CNN=C1
5-nitro-1H-pyrazole,C1=C(NN=C1)[N+](=O)[O-]
3,5-dinitro-1H-pyrazole,C1=C(NN=C1[N+](=O)[O-])[N+](=O)[O-]
4,5-dinitro-1H-pyrazole,C1=NNC(=C1[N+](=O)[O-])[N+](=O)[O-]
(2E)-2-cyano-2-hydroxyiminoacetamide,C(#N)C(=NO)C(=O)N
1,2,3,4,5,6,7,8-octanitrocubane,C12(C3(C4(C1(C5(C2(C3(C45[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1H-Pyrazole 1-oxide,[O-][n+]1cccn1
3,4,5-trinitro-1H-pyrazole,C1(=C(NN=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
nitromethane,C[N+](=O)[O-]
2-nitro-1H-pyrrole,C1=CNC(=C1)[N+](=O)[O-]
1-nitropyrazole,C1=CN(N=C1)[N+](=O)[O-]
1,3,4-trinitropyrazole,C1=C(C(=NN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
4-picrylamino-1,2,3-triazole,n1n[nH]cc1Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
1-(3',5'-dinitrophenyl)-4-nitro-1,2,3-triazole,n1c(cn(n1)c1cc(cc(c1)N(=O)=O)N(=O)=O)N(=O)=O
1-(3',4'-dinitrophenyl)-4-nitro-1,2,3-triazole,n1c(cn(n1)c1ccc(c(c1)N(=O)=O)N(=O)=O)N(=O)=O
4,6-dinitro-1-picryl-benzotriazole,c1(c2c(cc(c1)N(=O)=O)n(nn2)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
1-Picryl-5,7-dinitrobenzotriazole,c1c(cc(c2c1nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
1,5-dipicrylbenzo-[1,2-d:4,5-d']-bistriazole,c1c2c(cc3c1n(nn3)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)n(nn2)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
1,7-dipicrylbenzo-[1,2-d:4,5-d']-bistriazole,c1c2c(cc3c1n(nn3)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
5-picrylaminotetrazole,n1nn[nH]c1Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
5,6-dinitro-1-picryl-benzotriazole,c12cc(c(cc1nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
1-picryl-4-picrylamino-1,2,3-triazole,n1c(cn(n1)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
1-(3'-Amino-2',4',6'-trinitrophenyl)-1,2,3-triazole,n1ccn(n1)c1c(cc(c(c1N(=O)=O)N)N(=O)=O)N(=O)=O
4-nitro-1,2,3-triazole,c1nn[nH]c1N(=O)=O
2-Azido-1,3,5-trinitrobenzene,c1(c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N=[N+]=[N-]
5-Nitro-2-nitratomethyl-1,2,3,4-tetrazole,c1(nnn(n1)CON(=O)=O)N(=O)=O
Azidopentanitrobenzene,c1(c(c(c(c(c1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N=[N+]=[N-]
1-Picrylbenzotriazole,c1cccc2c1nnn2c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
1-Picryl-1,2,3-triazole,n1ccn(n1)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
2-Diazo-4,6-dinitrophenol,c1(c(cc(cc1[N+]#N)N(=O)=O)N(=O)=O)[O-]
HNFX,C1(CN(CC(CN(C1)N(=O)=O)(N(F)F)N(F)F)N(=O)=O)(N(F)F)N(F)F
3-Methyl-2-diazo-4,5,6-trinitrophenol,c1(c(c(c(c(c1[N+]#N)C)N(=O)=O)N(=O)=O)N(=O)=O)[O-]
5-Chloro-2-diazo-4,6-dinitrophenol,c1(c(c(c(cc1[N+]#N)N(=O)=O)Cl)N(=O)=O)[O-]
4,4,8,8-Tetranitro-1,11-dinitrato-6-nitrazaundecane,N(N(=O)=O)(CCC(CCON(=O)=O)(N(=O)=O)N(=O)=O)CCC(CCON(=O)=O)(N(=O)=O)N(=O)=O
Compound (21) in PEP 19,249 (1994),C(=C\c1c(cc(c(c1N(=O)=O)N(CCON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)/c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
Compound (5) in PEP 19,249 (1994),c1(c(c(c(c(c1N(=O)=O)N)N(=O)=O)N)N(=O)=O)NCCON(=O)=O
Compound (2) in PEP 19,249 (1994),c1(c(c(c(c(c1N(=O)=O)NCCON(=O)=O)N(=O)=O)NCCON(=O)=O)N(=O)=O)NCCON(=O)=O
Nitrocellulose,O1C(C2C(C(C1OC1C(OC(C(C1ON(=O)=O)ON(=O)=O)O2)CON(=O)=O)ON(=O)=O)ON(=O)=O)CON(=O)=O
3,5,5-trinitro-3-azahexyl nitrate,N(N(=O)=O)(CCON(=O)=O)CC(N(=O)=O)(C)N(=O)=O
1,2,3-propanetriol trinitrate,O(CC(ON(=O)=O)CON(=O)=O)N(=O)=O
Compound (1) in PEP 19,249 (1994),c1(c(cc(c(c1N(=O)=O)N(CCON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)NCCON(=O)=O
2,2-bis(nitroxymethyl)-1,3-propanediol dinitrate,C(C(CON(=O)=O)(CON(=O)=O)CON(=O)=O)ON(=O)=O
3-[N-(2,2,2-trintro-ethyl)nitramino]propyl nitrate,N(CCCON(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
1,9-dinitrato-2,4,6,8-tetranitrazanonane,O(CN(CN(CN(CN(CON(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N-(2,2,2-trinitroethyl)-nitraminoethyl nitrate,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CCON(=O)=O
Erythritol tetranitrate,O(CC(C(CON(=O)=O)ON(=O)=O)ON(=O)=O)N(=O)=O
N-Nitro-N-methylformamide,CN(C=O)N(=O)=O
1,7-dimethoxy-2,4,6-trinitrazaheptane,N(N(=O)=O)(CN(COC)N(=O)=O)CN(N(=O)=O)COC
2,2-dinitropropanediol-bis-(5,5-dinitro-2-nitraza-hexanoate),O(CC(N(=O)=O)(COC(=O)N(CCC(C)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C(=O)N(CCC(N(=O)=O)(C)N(=O)=O)N(=O)=O
N-methyl-N,N'-dinitro-1,2-ethanediamine,N(N(=O)=O)CCN(N(=O)=O)C
1,4-dinitroglycoluril,N1C(=O)N(C2C1N(C(=O)N2)N(=O)=O)N(=O)=O
N,N'-dinitro-N,N'-bis-(3-nitrazabutyl)-oxamide,N(CCN(C(=O)C(=O)N(N(=O)=O)CCN(C)N(=O)=O)N(=O)=O)(N(=O)=O)C
2-Nitroimino-5-nitrohexahydro-1,3,5-triazine,C1(=NN(=O)=O)NCN(CN1)N(=O)=O
N-(2,2-dinitrobutyl)-N-2,2-trinitro-1-butanamine,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)CC)CC(N(=O)=O)(CC)N(=O)=O
N,N'-dimethyl-N,N'-dinitrooxamide,N(N(=O)=O)(C)C(=O)C(=O)N(N(=O)=O)C
2,2,4,7,9,9-hexanitro-4,7-diazadecane,N(CCN(CC(N(=O)=O)(N(=O)=O)C)N(=O)=O)(CC(C)(N(=O)=O)N(=O)=O)N(=O)=O
Compound (16) in PEP 39,90 (2014),N1(C(=O)N(C2(C1(N(C(=O)N2N(=O)=O)N(=O)=O)C(=O)OCC)C(=O)OCC)N(=O)=O)N(=O)=O
,4,6,8-tetraazabicyclo[3.3.0]octane-3-one,N1(CN(C2C1N(C(=O)N2)N(=O)=O)N(=O)=O)N(=O)=O
N,N'-dinitro-N,N'-bis-[2-(nitroamino)ethyl]-1,2-ethanediamine,C(CN(N(=O)=O)CCNN(=O)=O)N(N(=O)=O)CCNN(=O)=O
2,2,6,9,9-pentanitro-4-oxa-5-oxo-6-azadecane,N(N(=O)=O)(CCC(C)(N(=O)=O)N(=O)=O)C(=O)OCC(N(=O)=O)(C)N(=O)=O
2,2,4,7,7,10,12,12-octanitro-4,10-diazatridecane,N(CCC(N(=O)=O)(N(=O)=O)CCN(N(=O)=O)CC(N(=O)=O)(C)N(=O)=O)(CC(C)(N(=O)=O)N(=O)=O)N(=O)=O
trinitroethyl-2-methoxy-ethylnitramine,N(CCOC)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
N,N'-dinitro-N-[2-(nitroamino)ethyl]-1,2-ethanediamine,N(N(=O)=O)CCN(N(=O)=O)CCNN(=O)=O
2,2,5,7,7,9,12,12-octanitro-5,9-diazatridecane,N(CC(N(=O)=O)(CN(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C)N(=O)=O)(CCC(N(=O)=O)(C)N(=O)=O)N(=O)=O
N,N'-dinitro-N,N'-bis-(3,3-dintrobutyl)-oxamide-triazatetradecane,O=C(N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C)C(=O)N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C
1,4,5,8-tetranitro-hexahydropyrazino[2,3:b]piperazine,N1(CCN(C2C1N(CCN2N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N,N'-3,3-tetranitro-1,5-pentanediamine,N(CCC(N(=O)=O)(N(=O)=O)CCNN(=O)=O)N(=O)=O
2,2,2-trinitroethyl-4-nitrazavalerate,N(CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)(CC)N(=O)=O
N,N'-dinitro-1,2-ethanediamine,N(N(=O)=O)CCNN(=O)=O
2,4,6-Trinitrophenylmethylnitramine,c1(c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(N(=O)=O)C
cyclotetrametylene-tetranitramine,C1N(CN(CN(CN1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
bis-(2,2,2-trinitroethyl)-3,6-dintraza-1,8-octanedioate,N(N(=O)=O)(CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)CCN(N(=O)=O)CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
bis-(2,2,2-trinitroethyl)-4-nitraza-1,7-heptanedioate,N(N(=O)=O)(CCC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)CCC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
N-(2,2-nitropropyl)-N,2,2-trinitro-1-propanamine,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)C)CC(N(=O)=O)(C)N(=O)=O
cyclotrimethylene-trinitramine,N1(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O
trinitroethyl-5,5-dinitro-3-nitrazahexanoate,O(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)CN(N(=O)=O)CC(C)(N(=O)=O)N(=O)=O
Compound (15) in PEP 39,90 (2014),N1(C(=O)N(C2(C1(N(C(=O)N2N(=O)=O)N(=O)=O)C(=O)OC)C(=O)OC)N(=O)=O)N(=O)=O
1,1,1,3,6,6,8,10,10,13,15,15,15-tridecanitro-3,8,13-triazapentadecane,N(=O)(=O)C(N(=O)=O)(CN(CCC(CN(N(=O)=O)CC(CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
2,2,2-trinitroethyl-2,5,5-trinitro-2-azahexanoate,O(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)C
N-nitro-N,N'-bis-(trinitropropyl)-urea,N(C(=O)NCCC(N(=O)=O)(N(=O)=O)N(=O)=O)(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
N-Methyl-2-amino-N,3,4,5,6-pentanitrotoluene,c1(c(c(c(c(c1N(C)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C
2,2,2-trinitroethyl-3,3-dinitrobutyl nitramine,N(CCC(N(=O)=O)(N(=O)=O)C)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
Compound (2) in JOC 61,9340 (1996),C12C(C3C1N(CN3N(=O)=O)N(=O)=O)N(CN2N(=O)=O)N(=O)=O
1,1,1,3,6,9,12,14,14,14-decanitro-3,6,9,12-tetraza-tetradecane,N(N(=O)=O)(CCN(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O)CCN(N(=O)=O)CCN(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
1,1,1,18,18,18-hexanitro-3,16-dioxa-4,15-dioxo-5,8,11-14-tetranitrazaoctadecane,C(OC(=O)N(CCN(CCN(CCN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O
trinitroethyl-N-ethyl-N-nitro-carbamate,O(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)N(N(=O)=O)CC
2,2,2-Trinitroethyl-2,4,6,6-tetranitro-2,4-diazaheptanoate,O=C(N(CN(N(=O)=O)CC(C)(N(=O)=O)N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
N-Methyl-3-amino-N,2,4,5,6-pentanitrotoluene,c1(c(c(c(c(c1N(=O)=O)N(C)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C
N-nitro-N-(trinitroethyl)-glycinamide,C(C(N(=O)=O)(N(=O)=O)N(=O)=O)N(CC(=O)N)N(=O)=O
N-methyl-N-nitro-(trinitroethyl)-carbamate,O=C(N(C)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
bis-(trinitroethyl)-2,5,8-trinitrazanonanedioate,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(CCN(N(=O)=O)CCN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
trinitropropyl-(2,2-dinitropropyl)-nitramine,N(N(=O)=O)(CC(C)(N(=O)=O)N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
1,4-bis-(5,5,5-trinitro-2-nitrazapentanoate)-2-butyne,O(C#COC(=O)N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
2,2-dinitropropyl-5,5,5-trinitro-2-nitrazapentanoate,N(N(=O)=O)(C(=O)OCC(N(=O)=O)(C)N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
trinitroethyl-nitroguanidine,N(=C(\N)/NCC(N(=O)=O)(N(=O)=O)N(=O)=O)/N(=O)=O
Bis-(5,5,5-trinitro-3-nitrazapentanoyl)-methylenedinitramine,C(N(CC(=O)N(CN(C(=O)CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O
bis-(5,5,5-trinitro-3-nitrazapentanoyl)-methylenedinitramine,N(C(NN(=O)=O)(CCN(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O)CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
2',2',2'-trinitroethyl-2,5-dinitrazahexanoate,N(N(=O)=O)(CCN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)C
1,3,3,5,5-pentanitropiperidine,N(=O)(=O)C1(CN(CC(C1)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
bis-(2,2,2-trinitroethyl)-3-nitrazaglutarate,C(N(CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
Hexanitrohexaazaisowurtzitane,C12N(C3C(N1N(=O)=O)N(C1C(N3N(=O)=O)N(C2N1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N,N'-dinitromethanediamine,C(NN(=O)=O)NN(=O)=O
bis-(trinitroethyl)-2,4,6-trinitrazaheptanedioate,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(CN(CN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
N,N'-dinitromethylene-bis-(4,4,4-trinitro)-butyramide,O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(CN(N(=O)=O)C(=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
1,3,5-tris(1-oxo-5,5,5-trinitro-3-nitrazapentyl)-s-triazacyclohexane,C1N(CN(CN1C(=O)CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)C(=O)CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)C(=O)CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
1,1,1,3,6,9,11,11,11-nonanitro-3,6,9-triazaundecane,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CCN(N(=O)=O)CCN(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
bis-(trinitroethyl)-5,5-dinitro-2,8-dintraza-nonanedioate,N(=O)(=O)C(N(=O)=O)(CCN(N(=O)=O)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)CCN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
Compound (1) in JOC 61,9340 (1996),C12C(C3C1N(C(=O)N3N(=O)=O)N(=O)=O)N(C(=O)N2N(=O)=O)N(=O)=O
1,1,1,4,6,6,8,11,11,11-Decanitro-4,8-diazaundecane,N(CC(N(=O)=O)(CN(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
1,1,1,5,7,10,14,14,14-nonanitro-3,12-dioxa-4,11-dioxo-5,7,10-triazatetradecane,C(COC(=O)N(CN(CCN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)(N(=O)=O)(N(=O)=O)N(=O)=O
trinitroethyl-cyanomethylnitramine,N(CC#N)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
Compound (14) in PEP 39,90 (2014),N1(C(=O)N(C2(C1(N(C(=O)N2N(=O)=O)N(=O)=O)C)C)N(=O)=O)N(=O)=O
N-methyl-N'-trinitroethyl-N,N'-dinitro-1,2-ethanediamine,N(CCN(N(=O)=O)C)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
1,1,1,3,6,6,9,11,11,11-decanitro-3,9-diazaundecane,N(CCC(N(=O)=O)(N(=O)=O)CCN(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
bis-(trinitroethyl)-2,4-dinitrazapentanedioate,C(N(N(=O)=O)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
methyl-2,2,2-trinitroethylnitramine,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C
2,2,2-trinitroethyl-N-(2,2,2-trinitroethyl)-nitramino acetate,C([C@H](CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(N(=O)=O)OC(=O)C)(N(=O)=O)(N(=O)=O)N(=O)=O
N-nitro-N-(3,3,3-trinitropropyl)-2,2,2-trintroethyl carbamate,O=C(N(N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
N,N'-dinitro-N,N'-bis-(3,3,3-trinitropropyl)-oxamide,N(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)C(=O)C(=O)N(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
1-nitro-2,5-bis-(trinitromethyl)-pyrrolidine,N1(C(CCC1C(N(=O)=O)(N(=O)=O)N(=O)=O)C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
2,2,2-trinitroethyl-3',3',3'-trinitropropylnitramine,N(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
N,N'-bis-(2,2,2-trinitroethyl)-N,N'-dinitromethanediamine,N(N(=O)=O)(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CN(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
bis-(2,2,2-trinitroethyl)-nitramine,N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
Nitromethane,CN(=O)=O
bis-(2,2-dinitropropyl)-carbonate,O=C(OCC(N(=O)=O)(C)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)C
nitroisobutyl-4,4,4-trinitrobutyrate,O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(C)(C)N(=O)=O
1,3,5,7-Tetranitroadamantane,C12(CC3(CC(C1)(CC(C2)(C3)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
bis-(2,2-dinitropropyl)-oxalate,O=C(OCC(N(=O)=O)(C)N(=O)=O)C(=O)OCC(N(=O)=O)(C)N(=O)=O
2',2'-dinitropropyl-2,4,6-trinitrobenzoate,c1c(c(c(cc1N(=O)=O)N(=O)=O)C(=O)OCC(N(=O)=O)(N(=O)=O)C)N(=O)=O
2,2-dinitropropyl-trinitrobutyrate,O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)C
2,2,2-trinitroethyl-4,4-dinitrohexanoate,N(=O)(=O)C(N(=O)=O)(N(=O)=O)COC(=O)CCC(N(=O)=O)(N(=O)=O)CC
5,5,5-trinitropentan-2-one,N(=O)(=O)C(N(=O)=O)(CCC(=O)C)N(=O)=O
ethylene-bis-(4,4,4-trinitrobutyrate),O(CCOC(=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
methylene-bis-(4,4,4-trinitrobutyramide),O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)NCNC(=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
N-(2-propyl)-trinitroacetamide,O=C(C(N(=O)=O)(N(=O)=O)N(=O)=O)NC(C)C
2,2-dinitro-1,3-propane-diol,C(C(N(=O)=O)(N(=O)=O)CO)O
N-(t-butyl)-trinitroacetamide,O=C(C(N(=O)=O)(N(=O)=O)N(=O)=O)NC(C)(C)C
1-dinitromethyl-3-nitrobenzene,c1cc(cc(c1)N(=O)=O)C(N(=O)=O)N(=O)=O
2,2-dinitrobutyl-4,4,4-trinitrobutyramide,O=C(NCC(CC)(N(=O)=O)N(=O)=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
